"ilce","yil","sandik","secmen","oykullanan","gecerlioy","il"
"Mihalgazi",2011,17,3111,2854,2783,26
"Mihalgazi",2007,11,2568,2410,2368,26
"Mihalgazi",2002,20,4007,3634,3488,26
"Mihalgazi",1999,24,4253,4109,3894,26
"Mihalgazi",1995,14,3512,3311,3234,26
"Mihalgazi",1991,12,3579,3406,3294,26
"Mihalıçcık",2011,67,8384,7265,7000,26
"Mihalıçcık",2007,73,10215,8722,8529,26
"Mihalıçcık",2002,76,11642,9664,9234,26
"Mihalıçcık",1999,87,11488,10582,10039,26
"Mihalıçcık",1995,77,12821,11075,10786,26
"Mihalıçcık",1991,78,14680,13024,12571,26
"Odunpazarı",2011,954,266410,237331,232171,26
"Sarıcakaya",2011,24,4346,3954,3858,26
"Sarıcakaya",2007,19,4462,4208,4139,26
"Sarıcakaya",2002,27,5152,4580,4451,26
"Sarıcakaya",1999,31,5200,4854,4658,26
"Sarıcakaya",1995,18,4663,4400,4323,26
"Sarıcakaya",1991,17,4689,4300,4179,26
"Seyitgazi",2011,77,12688,11868,11556,26
"Seyitgazi",2007,76,14752,13787,13512,26
"Seyitgazi",2002,87,15886,14411,13782,26
"Seyitgazi",1999,97,15226,14345,13741,26
"Seyitgazi",1995,76,15750,14531,14192,26
"Seyitgazi",1991,72,16014,14687,14207,26
"Sivrihisar",2011,106,18090,16132,15622,26
"Sivrihisar",2007,103,19957,17689,17220,26
"Sivrihisar",2002,121,20578,17961,17046,26
"Sivrihisar",1999,134,20878,19575,18640,26
"Sivrihisar",1995,113,21370,19403,18901,26
"Sivrihisar",1991,105,22367,20163,19572,26
"Tepebaşı",2011,791,216893,194394,189304,26
"Şahinbey",2011,1572,438977,365800,357680,27
"Şahinbey",2007,966,282915,225195,219034,27
"Şahinbey",2002,1026,287107,201544,194479,27
"Şahinbey",1999,1331,258214,211379,199969,27
"Şahinbey",1995,845,234226,186142,178355,27
"Şahinbey",1991,695,200787,156473,152372,27
"Şehitkamil",2011,1293,364057,307486,300621,27
"Şehitkamil",2007,762,225500,183095,178398,27
"Şehitkamil",2002,735,207647,153207,147734,27
"Şehitkamil",1999,1025,186407,157474,148982,27
"Şehitkamil",1995,516,145823,117979,112488,27
"Şehitkamil",1991,393,111904,88081,85086,27
"Araban",2011,94,19436,16189,15860,27
"Araban",2007,81,19715,15642,15363,27
"Araban",2002,99,20279,14947,14543,27
"Araban",1999,115,19479,17715,17001,27
"Araban",1995,80,16565,13890,13464,27
"Araban",1991,69,16003,13563,13161,27
"İslahiye",2011,179,41370,35070,34379,27
"İslahiye",2007,150,38164,31536,31036,27
"İslahiye",2002,173,40149,29384,28620,27
"İslahiye",1999,185,36796,32308,31277,27
"İslahiye",1995,154,35300,29462,28546,27
"İslahiye",1991,117,33457,26651,26103,27
"Karkamış",2011,48,6968,6198,6113,27
"Karkamış",2007,47,8354,6798,6722,27
"Karkamış",2002,57,10106,7640,7505,27
"Karkamış",1999,62,9216,8247,7897,27
"Karkamış",1995,48,8150,6665,6506,27
"Karkamış",1991,44,7041,6137,6053,27
"Kilis",1991,229,48742,42180,40965,27
"Nizip",2011,335,79301,65988,64667,27
"Nizip",2007,264,66431,54253,53155,27
"Nizip",2002,271,66222,50215,48632,27
"Nizip",1999,324,58019,50196,47897,27
"Nizip",1995,223,54458,45814,43700,27
"Nizip",1991,195,47329,39708,38522,27
"Nurdağı",2011,108,23385,19892,19586,27
"Nurdağı",2007,98,23780,19283,18984,27
"Nurdağı",2002,112,21357,15940,15654,27
"Nurdağı",1999,104,19206,17246,16704,27
"Nurdağı",1995,75,18089,14401,14052,27
"Nurdağı",1991,62,17047,13724,13485,27
"Oğuzeli",2011,120,17815,16070,15759,27
"Oğuzeli",2007,108,19735,17377,17102,27
"Oğuzeli",2002,117,21345,16409,15931,27
"Oğuzeli",1999,123,20031,17755,17186,27
"Oğuzeli",1995,103,16768,15174,14803,27
"Oğuzeli",1991,118,20593,17642,17238,27
"Yavuzeli",2011,64,12232,11156,10991,27
"Yavuzeli",2007,54,11916,10347,10206,27
"Yavuzeli",2002,63,11520,9823,9601,27
"Yavuzeli",1999,67,10428,9551,9203,27
"Yavuzeli",1995,58,10255,9236,9013,27
"Yavuzeli",1991,46,9695,8836,8614,27
"Merkez",2011,350,89195,76879,75664,28
"Merkez",2007,257,74652,62378,61027,28
"Merkez",2002,281,72613,56868,54026,28
"Merkez",1999,347,66707,56771,54122,28
"Merkez",1995,251,64775,55120,53921,28
"Merkez",1991,190,59747,49578,48705,28
"Alucra",2011,55,6601,5555,5448,28
"Alucra",2007,50,6957,6026,5946,28
"Alucra",2002,56,7596,5045,4947,28
"Alucra",1999,64,7443,6096,5837,28
"Alucra",1995,56,7099,4977,4871,28
"Alucra",1991,54,8257,6143,5948,28
"Bulancak",2011,191,44211,38467,37892,28
"Bulancak",2007,155,38955,34023,33259,28
"Bulancak",2002,171,38272,31235,30230,28
"Bulancak",1999,223,35970,31695,30459,28
"Bulancak",1995,152,34284,29355,28741,28
"Bulancak",1991,122,34501,28872,28373,28
"Çamoluk",2011,38,4815,3992,3923,28
"Çamoluk",2007,38,5627,4438,4367,28
"Çamoluk",2002,54,7523,3636,3552,28
"Çamoluk",1999,54,7712,5636,5349,28
"Çamoluk",1995,39,5132,3330,3249,28
"Çamoluk",1991,41,6034,4257,4042,28
"Çanakçı",2011,27,5231,4430,4320,28
"Çanakçı",2007,26,6206,4849,4734,28
"Çanakçı",2002,29,6128,4612,4512,28
"Çanakçı",1999,33,5540,4890,4712,28
"Çanakçı",1995,27,5671,4405,4334,28
"Çanakçı",1991,26,6697,5198,5054,28
"Dereli",2011,75,15695,13654,13313,28
"Dereli",2007,67,16957,14573,14353,28
"Dereli",2002,82,17680,14886,14115,28
"Dereli",1999,91,17011,15457,14719,28
"Dereli",1995,74,17221,14648,14355,28
"Dereli",1991,74,18440,15870,15316,28
"Doğankent",2011,22,4991,4321,4199,28
"Doğankent",2007,20,5064,4145,4084,28
"Doğankent",2002,21,5151,3973,3847,28
"Doğankent",1999,27,4582,3936,3733,28
"Doğankent",1995,16,4639,3839,3765,28
"Doğankent",1991,16,4062,3268,3183,28
"Espiye",2011,95,22219,18476,18111,28
"Espiye",2007,80,21628,16176,15869,28
"Espiye",2002,73,19994,15496,15039,28
"Espiye",1999,97,18312,15528,15010,28
"Espiye",1995,74,16783,13768,13534,28
"Espiye",1991,53,16197,12752,12451,28
"Eynesil",2011,48,10077,8089,7886,28
"Eynesil",2007,46,10251,8470,8296,28
"Eynesil",2002,52,10454,7650,7378,28
"Eynesil",1999,52,9545,8206,7837,28
"Eynesil",1995,44,9694,7691,7461,28
"Eynesil",1991,34,10290,7959,7749,28
"Görele",2011,122,22436,18974,18550,28
"Görele",2007,111,22645,18085,17718,28
"Görele",2002,110,21485,15839,15350,28
"Görele",1999,129,19482,16544,16021,28
"Görele",1995,105,19395,15192,14875,28
"Görele",1991,92,20471,15324,14991,28
"Güce",2011,29,5843,4987,4894,28
"Güce",2007,27,6170,5034,4970,28
"Güce",2002,26,5492,4559,4462,28
"Güce",1999,31,5019,4581,4453,28
"Güce",1995,22,4993,4403,4321,28
"Güce",1991,34,8338,7010,6752,28
"Keşap",2011,86,16634,14389,14087,28
"Keşap",2007,76,16469,14495,14226,28
"Keşap",2002,85,17056,14327,13754,28
"Keşap",1999,96,16165,14670,14068,28
"Keşap",1995,81,16691,14245,13980,28
"Keşap",1991,73,18046,15177,14856,28
"Piraziz",2011,51,10471,9028,8886,28
"Piraziz",2007,48,12132,10354,10192,28
"Piraziz",2002,57,11531,8726,8462,28
"Piraziz",1999,57,11033,9677,9367,28
"Piraziz",1995,46,9924,8176,8063,28
"Piraziz",1991,39,10570,8329,8192,28
"Şebinkarahisar",2011,103,16101,13405,13127,28
"Şebinkarahisar",2007,87,14706,12229,11980,28
"Şebinkarahisar",2002,96,15669,11184,10806,28
"Şebinkarahisar",1999,94,15451,12473,11855,28
"Şebinkarahisar",1995,79,14172,10945,10729,28
"Şebinkarahisar",1991,76,14983,11420,11103,28
"Tirebolu",2011,102,22448,19233,18817,28
"Tirebolu",2007,88,21602,18106,17687,28
"Tirebolu",2002,101,22306,17808,17146,28
"Tirebolu",1999,117,20722,18294,17648,28
"Tirebolu",1995,88,20463,17126,16818,28
"Tirebolu",1991,80,19114,15259,14899,28
"Yağlıdere",2011,61,12832,10220,10023,28
"Yağlıdere",2007,52,12611,9925,9785,28
"Yağlıdere",2002,67,12086,9803,9567,28
"Yağlıdere",1999,67,11790,10363,10008,28
"Yağlıdere",1995,52,12023,10144,9927,28
"Yağlıdere",1991,49,12846,10326,9996,28
"Merkez",2011,183,27741,24106,23645,29
"Merkez",2007,170,27141,22704,22290,29
"Merkez",2002,175,28057,20610,20203,29
"Merkez",1999,199,24822,20831,20217,29
"Merkez",1995,160,24108,19359,18898,29
"Merkez",1991,134,23832,18443,18112,29
"Kelkit",2011,147,26417,18804,18444,29
"Kelkit",2007,128,22784,18567,18278,29
"Kelkit",2002,141,25795,17055,16695,29
"Kelkit",1999,173,24818,21064,20266,29
"Kelkit",1995,120,21945,16784,16432,29
"Kelkit",1991,117,22954,17754,17415,29
"Köse",2011,27,4655,3696,3573,29
"Köse",2007,29,5689,3985,3909,29
"Köse",2002,31,5830,3532,3459,29
"Köse",1999,32,5716,4967,4777,29
"Köse",1995,25,5238,3481,3403,29
"Köse",1991,23,5546,3867,3789,29
"Kürtün",2011,63,8748,7446,7249,29
"Kürtün",2007,60,8562,7199,7101,29
"Kürtün",2002,69,9471,7567,7426,29
"Kürtün",1999,67,9172,8004,7685,29
"Kürtün",1995,61,8720,6969,6829,29
"Kürtün",1991,59,9211,6797,6603,29
"Şiran",2011,94,12441,9551,9295,29
"Şiran",2007,84,11124,9172,8933,29
"Şiran",2002,91,12344,9382,9133,29
"Şiran",1999,101,11394,9895,9565,29
"Şiran",1995,89,11629,8916,8678,29
"Şiran",1991,85,13772,9809,9543,29
"Torul",2011,68,8872,7235,7097,29
"Torul",2007,73,9949,8300,8151,29
"Torul",2002,80,11216,7863,7688,29
"Torul",1999,106,10343,8283,7984,29
"Torul",1995,88,10290,7466,7335,29
"Torul",1991,66,10797,7797,7604,29
"Merkez",2011,182,45314,40260,39414,30
"Merkez",2007,143,36928,31069,30264,30
"Merkez",2002,154,36481,27444,26442,30
"Merkez",1999,175,29451,24508,22513,30
"Merkez",1995,94,24878,19919,19373,30
"Merkez",1991,80,20891,16785,16209,30
"Çukurca",2011,26,5701,5085,4997,30
"Çukurca",2007,20,4396,3765,3683,30
"Çukurca",2002,17,3862,2972,2846,30
"Çukurca",1999,22,3086,2656,2425,30
"Çukurca",1995,13,2260,1773,1736,30
"Çukurca",1991,28,6504,5693,5333,30
"Şemdinli",2011,101,24373,22890,22299,30
"Şemdinli",2007,65,17715,16551,16332,30
"Şemdinli",2002,62,15925,13772,13354,30
"Şemdinli",1999,52,12890,11567,11062,30
"Şemdinli",1995,44,10270,8743,8504,30
"Şemdinli",1991,45,8446,8003,7793,30
"Yüksekova",2011,242,59341,52964,51802,30
"Yüksekova",2007,166,44221,38482,37560,30
"Yüksekova",2002,169,39671,33474,32300,30
"Yüksekova",1999,186,31097,26915,24909,30
"Yüksekova",1995,126,26039,22579,21788,30
"Yüksekova",1991,99,22097,19510,18968,30
"Merkez",2011,1056,291098,254787,249805,31
"Merkez",2007,744,225137,187606,183739,31
"Merkez",2002,726,199445,161589,151229,31
"Merkez",1999,1016,187213,154474,158119,31
"Merkez",1995,584,161977,141364,135935,31
"Merkez",1991,441,133336,112939,110079,31
"Altınözü",2011,138,34236,29266,28723,31
"Altınözü",2007,122,36358,30440,29890,31
"Altınözü",2002,145,35268,29226,27927,31
"Altınözü",1999,174,32939,30265,28510,31
"Altınözü",1995,127,30135,27586,26266,31
"Altınözü",1991,93,27301,23658,22782,31
"Belen",2011,75,20118,18244,17828,31
"Belen",2007,64,18293,15502,15272,31
"Belen",2002,63,16376,12531,12073,31
"Belen",1999,82,15153,12928,12496,31
"Belen",1995,54,13685,11851,11499,31
"Belen",1991,42,11970,10104,9870,31
"Dörtyol",2011,343,95700,84683,82409,31
"Dörtyol",2007,256,77382,66622,65354,31
"Dörtyol",2002,294,81105,61221,58869,31
"Dörtyol",1999,370,72965,63101,60346,31
"Dörtyol",1995,233,64405,55120,53186,31
"Dörtyol",1991,190,56052,46476,45513,31
"Erzin",2011,100,26198,22746,22099,31
"Erzin",2007,72,22713,19615,19208,31
"Erzin",2002,85,22429,18070,17341,31
"Erzin",1999,103,20444,18009,17298,31
"Erzin",1995,68,18353,16054,15503,31
"Erzin",1991,59,16543,14032,13731,31
"Hassa",2011,140,33116,28298,27628,31
"Hassa",2007,113,30006,25611,25188,31
"Hassa",2002,118,27931,23556,22659,31
"Hassa",1999,150,26119,24371,23316,31
"Hassa",1995,105,24643,22324,21580,31
"Hassa",1991,75,21725,19493,18934,31
"İskenderun",2011,764,212101,184600,180058,31
"İskenderun",2007,629,189572,149454,146406,31
"İskenderun",2002,690,186898,136664,129278,31
"İskenderun",1999,930,169790,141588,135339,31
"İskenderun",1995,571,154284,129811,124612,31
"İskenderun",1991,450,135852,108396,105284,31
"Kırıkhan",2011,256,65301,57585,56668,31
"Kırıkhan",2007,199,57982,47477,46820,31
"Kırıkhan",2002,220,54730,44057,42262,31
"Kırıkhan",1999,260,51646,45217,43272,31
"Kırıkhan",1995,189,51237,44113,42673,31
"Kırıkhan",1991,153,46000,39424,38650,31
"Kumlu",2011,35,8049,6717,6556,31
"Kumlu",2007,32,8309,6456,6366,31
"Kumlu",2002,33,8107,5917,5639,31
"Kumlu",1999,44,7705,7145,6943,31
"Kumlu",1995,28,7311,6317,6183,31
"Kumlu",1991,28,7933,6700,6553,31
"Reyhanlı",2011,192,49076,40139,38963,31
"Reyhanlı",2007,136,38515,31855,31097,31
"Reyhanlı",2002,144,35866,27915,26289,31
"Reyhanlı",1999,191,33778,29279,27738,31
"Reyhanlı",1995,120,31760,27277,26124,31
"Reyhanlı",1991,91,27333,23135,22508,31
"Samandağı",2011,320,84651,70608,69584,31
"Samandağı",2007,224,66351,55866,54693,31
"Samandağı",2002,234,61980,50579,48082,31
"Samandağı",1999,319,59958,53412,51126,31
"Samandağı",1995,197,52006,45157,43863,31
"Samandağı",1991,156,44512,38367,37266,31
"Yayladağı",2011,71,14610,13174,12828,31
"Yayladağı",2007,73,15573,13503,13268,31
"Yayladağı",2002,77,16814,13616,13162,31
"Yayladağı",1999,94,16065,14684,13922,31
"Yayladağı",1995,61,14380,12895,12528,31
"Yayladağı",1991,52,13781,12625,12128,31
"Merkez",2011,540,147579,133942,130511,32
"Merkez",2007,407,122541,107941,106038,32
"Merkez",2002,413,112263,96202,93383,32
"Merkez",1999,490,94313,85604,82058,32
"Merkez",1995,345,95812,84634,82274,32
"Merkez",1991,237,79229,67382,66325,32
"Aksu",2011,26,4071,3624,3408,32
"Aksu",2007,27,4580,4069,3925,32
"Aksu",2002,35,5260,4336,4104,32
"Aksu",1999,37,5699,5235,4969,32
"Aksu",1995,30,4994,4453,4260,32
"Aksu",1991,29,5219,4715,4556,32
"Atabey",2011,24,4358,4066,3947,32
"Atabey",2007,23,4994,4606,4521,32
"Atabey",2002,28,4995,4411,4270,32
"Atabey",1999,32,5168,4854,4626,32
"Atabey",1995,24,4390,4024,3937,32
"Atabey",1991,18,4320,3932,3859,32
"Eğirdir",2011,116,24750,22180,21422,32
"Eğirdir",2007,105,23033,21471,20866,32
"Eğirdir",2002,122,24068,21198,20313,32
"Eğirdir",1999,142,23640,22353,21238,32
"Eğirdir",1995,107,22197,19832,19180,32
"Eğirdir",1991,83,20051,18354,17852,32
"Gelendost",2011,60,13212,11519,10965,32
"Gelendost",2007,48,13009,11873,11299,32
"Gelendost",2002,61,13032,11883,11074,32
"Gelendost",1999,77,12968,12224,11527,32
"Gelendost",1995,54,12295,11409,10807,32
"Gelendost",1991,41,12374,11221,10813,32
"Gönen",2011,28,6141,5697,5565,32
"Gönen",2007,24,6647,5893,5804,32
"Gönen",2002,31,6438,5542,5369,32
"Gönen",1999,36,6529,6124,5858,32
"Gönen",1995,10,2594,2201,2168,32
"Gönen",1991,20,5625,4965,4894,32
"Keçiborlu",2011,58,12077,10929,10534,32
"Keçiborlu",2007,55,12721,11552,11221,32
"Keçiborlu",2002,59,12446,11094,10642,32
"Keçiborlu",1999,71,11901,11304,10769,32
"Keçiborlu",1995,63,14153,12626,12249,32
"Keçiborlu",1991,48,12506,11499,11237,32
"Senirkent",2011,44,10342,8953,8613,32
"Senirkent",2007,47,10289,9137,8863,32
"Senirkent",2002,55,10436,9097,8685,32
"Senirkent",1999,64,10585,10001,9531,32
"Senirkent",1995,47,9824,8924,8650,32
"Senirkent",1991,40,9954,9064,8824,32
"Sütçüler",2011,59,9234,8066,7809,32
"Sütçüler",2007,62,9978,8868,8670,32
"Sütçüler",2002,71,10796,9079,8750,32
"Sütçüler",1999,78,11200,10498,9976,32
"Sütçüler",1995,64,10750,9567,9338,32
"Sütçüler",1991,55,11286,9707,9456,32
"Şarkikaraağaç",2011,88,20777,18048,17331,32
"Şarkikaraağaç",2007,83,21351,18560,17862,32
"Şarkikaraağaç",2002,97,21182,17987,16930,32
"Şarkikaraağaç",1999,114,20996,19701,18500,32
"Şarkikaraağaç",1995,83,19324,17326,16474,32
"Şarkikaraağaç",1991,64,18268,15877,15206,32
"Uluborlu",2011,25,5711,4785,4632,32
"Uluborlu",2007,18,4595,4023,3927,32
"Uluborlu",2002,19,4483,3858,3707,32
"Uluborlu",1999,25,4313,3960,3693,32
"Uluborlu",1995,19,4074,3531,3440,32
"Uluborlu",1991,15,4000,3592,3518,32
"Yalvaç",2011,184,37862,29953,28848,32
"Yalvaç",2007,165,36140,30748,29664,32
"Yalvaç",2002,180,34616,28599,27087,32
"Yalvaç",1999,198,34375,32100,30244,32
"Yalvaç",1995,153,32683,28822,27414,32
"Yalvaç",1991,121,32312,27775,26527,32
"Yenişarbademli",2011,10,2073,1680,1623,32
"Yenişarbademli",2007,7,1820,1646,1604,32
"Yenişarbademli",2002,9,1958,1722,1670,32
"Yenişarbademli",1999,13,1978,1881,1769,32
"Yenişarbademli",1995,8,2043,1761,1684,32
"Yenişarbademli",1991,10,2610,2153,2062,32
"Merkez",2007,1678,508083,382975,373193,33
"Merkez",2002,1565,448362,319225,305453,33
"Merkez",1999,2290,408113,326004,309956,33
"Merkez",1995,1192,343819,272289,259806,33
"Merkez",1991,892,265881,212489,204664,33
"Akdeniz",2011,644,181548,156470,152153,33
"Anamur",2011,194,46292,41790,41003,33
"Anamur",2007,158,41835,37208,36591,33
"Anamur",2002,175,41152,34360,33149,33
"Anamur",1999,207,37324,34085,32799,33
"Anamur",1995,133,34453,30499,29595,33
"Anamur",1991,101,29359,26065,25436,33
"Aydıncık",2011,36,8317,7473,7265,33
"Aydıncık",2007,32,8302,7170,7036,33
"Aydıncık",2002,39,9127,6857,6625,33
"Aydıncık",1999,50,8971,8017,7660,33
"Aydıncık",1995,34,7778,6536,6374,33
"Aydıncık",1991,26,6191,5432,5313,33
"Bozyazı",2011,79,18883,17048,16521,33
"Bozyazı",2007,64,17199,15588,15275,33
"Bozyazı",2002,64,16700,14642,14161,33
"Bozyazı",1999,90,15578,14747,14213,33
"Bozyazı",1995,58,14843,13229,12875,33
"Bozyazı",1991,48,13302,11598,11331,33
"Çamlıyayla",2011,32,7111,6342,6209,33
"Çamlıyayla",2007,30,7522,6595,6454,33
"Çamlıyayla",2002,40,9426,7514,7111,33
"Çamlıyayla",1999,51,9270,8395,8013,33
"Çamlıyayla",1995,31,7538,6638,6429,33
"Çamlıyayla",1991,33,8262,7287,6916,33
"Erdemli",2011,351,87539,79303,77851,33
"Erdemli",2007,304,84600,72386,71147,33
"Erdemli",2002,319,80287,64321,62168,33
"Erdemli",1999,431,75101,67310,64472,33
"Erdemli",1995,244,66932,59080,57280,33
"Erdemli",1991,211,56656,50041,49023,33
"Gülnar",2011,109,20244,18087,17626,33
"Gülnar",2007,101,20213,18198,17860,33
"Gülnar",2002,124,24850,18781,18134,33
"Gülnar",1999,158,24511,21609,20742,33
"Gülnar",1995,111,22156,18950,18542,33
"Gülnar",1991,90,20448,17559,17105,33
"Mezitli",2011,362,100811,85331,83989,33
"Mut",2011,206,44304,39247,38421,33
"Mut",2007,173,41630,36384,35728,33
"Mut",2002,184,40230,34597,33460,33
"Mut",1999,244,37775,34807,33477,33
"Mut",1995,180,36366,32769,32002,33
"Mut",1991,140,33178,30313,29703,33
"Silifke",2011,338,82453,73534,72149,33
"Silifke",2007,281,74497,65901,64671,33
"Silifke",2002,282,71089,60011,56902,33
"Silifke",1999,394,66910,61023,58016,33
"Silifke",1995,259,62099,55388,53421,33
"Silifke",1991,196,57123,50358,49152,33
"Tarsus",2011,810,213216,185704,181971,33
"Tarsus",2007,705,205025,165030,161431,33
"Tarsus",2002,710,187534,147862,140942,33
"Tarsus",1999,1011,175339,153825,146761,33
"Tarsus",1995,615,164780,141399,135947,33
"Tarsus",1991,490,138086,118590,113131,33
"Toroslar",2011,662,184396,158306,154710,33
"Yenişehir",2011,492,142720,121460,119607,33
"Adalar",2011,40,11108,9345,9092,34
"Adalar",2007,44,13151,11107,10518,34
"Adalar",2002,54,12612,9481,9170,34
"Adalar",1999,61,11765,10160,9790,34
"Adalar",1995,47,13407,9298,9037,34
"Adalar",1991,54,17428,11976,11709,34
"Avcılar",2011,893,262260,223222,217757,34
"Avcılar",2007,627,192333,151788,143085,34
"Avcılar",2002,618,172869,121503,115836,34
"Avcılar",1999,709,140745,110886,106543,34
"Avcılar",1995,367,108460,84554,81042,34
"Bağcılar",2011,1638,485367,421545,410571,34
"Bağcılar",2007,1157,352911,286917,272083,34
"Bağcılar",2002,1346,368104,271368,259504,34
"Bağcılar",1999,1518,300700,242417,230384,34
"Bağcılar",1995,769,228432,183190,175706,34
"Bahçelievler",2011,1438,423825,363078,355811,34
"Bahçelievler",2007,1059,323839,258232,245998,34
"Bahçelievler",2002,1271,353669,251892,243544,34
"Bahçelievler",1999,1663,297749,241486,233353,34
"Bahçelievler",1995,930,261992,207008,199721,34
"Bakırköy",2011,602,175217,149219,146873,34
"Bakırköy",2007,528,163713,132368,127299,34
"Bakırköy",2002,671,176827,132221,128819,34
"Bakırköy",1999,863,155185,131000,127611,34
"Bakırköy",1995,520,154470,128326,125554,34
"Bakırköy",1991,1850,670056,523991,510106,34
"Bayrampaşa",2011,659,193627,170330,165794,34
"Bayrampaşa",2007,569,174131,143938,133844,34
"Bayrampaşa",2002,643,170546,135996,128784,34
"Bayrampaşa",1999,876,157808,132994,127906,34
"Bayrampaşa",1995,499,148401,127207,121351,34
"Bayrampaşa",1991,326,116092,98696,95840,34
"Beşiktaş",2011,521,150353,127474,125113,34
"Beşiktaş",2007,488,149795,121587,116535,34
"Beşiktaş",2002,651,165165,120469,117141,34
"Beşiktaş",1999,640,151366,125672,121732,34
"Beşiktaş",1995,524,154095,127381,124542,34
"Beşiktaş",1991,434,157913,113454,110966,34
"Beykoz",2011,625,179347,156905,153292,34
"Beykoz",2007,505,155083,131751,123028,34
"Beykoz",2002,573,150975,116241,111231,34
"Beykoz",1999,577,125353,107521,102922,34
"Beykoz",1995,381,115856,96906,93354,34
"Beykoz",1991,301,99961,81417,78889,34
"Beyoğlu",2011,628,181151,151208,147092,34
"Beyoğlu",2007,534,161871,122423,114217,34
"Beyoğlu",2002,657,170108,124120,118637,34
"Beyoğlu",1999,799,157023,125112,119258,34
"Beyoğlu",1995,584,156352,124782,120130,34
"Beyoğlu",1991,546,155608,119178,115348,34
"Eminönü",2007,97,25840,18561,17616,34
"Eminönü",2002,140,32571,19585,18642,34
"Eminönü",1999,171,30590,22752,21301,34
"Eminönü",1995,152,40828,27567,26269,34
"Eminönü",1991,170,49845,35347,33919,34
"Esenler",2011,1029,303763,266136,259401,34
"Esenler",2007,837,256206,208654,197729,34
"Esenler",2002,882,238917,185467,176878,34
"Esenler",1999,1066,209138,172415,164100,34
"Esenler",1995,513,151481,124729,118328,34
"Eyüp",2011,840,242569,212226,206896,34
"Eyüp",2007,636,194981,163470,152303,34
"Eyüp",2002,675,173524,141112,134907,34
"Eyüp",1999,843,162210,141580,134391,34
"Eyüp",1995,517,148560,126930,121468,34
"Eyüp",1991,346,120626,100527,97518,34
"Fatih",2011,1120,322238,266390,260635,34
"Fatih",2007,949,291884,228307,215214,34
"Fatih",2002,1107,316584,233486,224963,34
"Fatih",1999,1670,298931,245484,235902,34
"Fatih",1995,1064,315285,252856,244548,34
"Fatih",1991,963,326111,253756,247278,34
"Gaziosmanpaşa",2011,1108,326967,283066,275884,34
"Gaziosmanpaşa",2007,1726,527094,441080,413841,34
"Gaziosmanpaşa",2002,1729,460170,368885,352092,34
